bus_id,Vm,Va
1,1.1,0.2036107286000476
54,1.0474769510927848,-0.02496118702451483
101,1.0919344373947473,-0.05838913451987933
41,1.0999423050651544,-0.007477923578778912
65,1.046536125981275,-0.09643716385127045
168,1.1,0.04925899885967827
159,1.0931569399784808,-0.05643804214224894
190,1.0789219679420607,-0.02793355654863178
88,1.073999207,0.016772334131434873
26,1.096435206,-0.020663467138779736
77,1.07757455737081,0.00270463881346865
24,1.099009778,0.03031921616104942
23,1.0914649521538895,-0.0580573846603341
160,1.0925221412466577,-0.05680116023052629
149,1.045038402,-0.04159435397838069
59,1.0674666310171181,0.04712032706142599
184,1.087348036909988,-0.008844378278894834
43,1.09617458,-0.04962601077282961
122,1.0558195154091783,-0.04627034800078879
175,1.0860195687941594,-0.0026244515162915155
39,1.0942894937824965,-0.05351319517276301
143,1.0400282598027424,-0.036845037629789044
112,1.0508114251441303,-0.0755305844329588
34,1.0918796208567936,-0.024151479913636833
137,1.0814309435783407,-0.05436539664559927
55,1.0504707635017367,0.006225798568618958
17,1.0841157241213728,0.013304289756709666
9,1.0822657603832784,-0.014005072389292135
172,1.087172647,0.0010795773838944308
12,1.0978014487714263,0.011550310475171258
192,1.0854205709095521,-0.053307639014568045
20,1.0906512238432653,-0.053668045880274226
14,1.0876946492111002,0.0693624516903841
167,1.0924900862824325,-0.05381011149985245
127,1.0679214294520993,-0.09067737016557734
123,1.0801432027919755,-0.03770976030309657
96,1.0754815512463194,-0.01136462715155687
177,1.0838443282455466,-0.010496245104977231
19,1.093421078000353,-0.056178759816659936
179,1.0881411615712544,-0.004064431989182319
35,1.0987625448325768,-0.0015648670061542977
197,1.086476446183165,-0.042239586661562495
131,1.0705450552477165,-0.07894020945538932
21,1.0905878094395283,-0.056696793695457416
83,1.0800019275456918,-0.002556507944718461
45,0.9966725525214388,-0.0649460263830583
139,1.1,0.16191723066083044
181,1.0870621594681529,-0.0099468212770327
85,1.0764200268739839,-0.005057575217619058
105,1.0933127233073838,-0.05638027700323817
30,1.098183463,-0.008813114509373344
3,1.0958293512049142,0.1221441386170647
81,1.077139746547287,-0.00020910649160769753
27,1.0962662927022755,-0.023464353932891032
75,1.0765169982502365,0.0006294204649745995
50,1.0249192270562442,-0.03540228641716674
162,1.0941275861309459,-0.06336398251899009
63,1.0878942690676292,0.049795828258726416
92,1.078706611517635,0.017759716886970003
120,1.0460475620192908,-0.06827627744853981
87,1.0778827951556023,0.0006447395623677162
117,1.0769502609966068,0.036251539642955244
178,1.0768461474561077,-0.000970798179221581
89,1.077579570074824,-0.0012501948931398848
176,1.0804259334216544,-0.019900292747513416
182,1.0875131069988593,-0.0049666540084380715
195,1.0951401992320158,-0.018375310957188005
161,1.0948761292850913,-0.05294758502640588
146,1.03492656167064,-0.05283899399758317
142,1.0226364283228428,-0.06127759159293942
80,1.079972886163461,0.010047332039160122
113,1.045774257,-0.08044942534158042
110,1.0382085276033803,-0.12919582083118888
157,1.092463646897911,-0.056613293593700646
57,1.0481315705364276,-0.05459409583918936
165,1.092494497,-0.05677776906640594
173,1.0853904275835895,-0.006394309608131794
171,1.0808004401498272,-0.01836453809299156
130,1.085656500286434,-0.003735450089066775
67,1.0890730794846657,0.0620908239719914
61,1.0500922302802727,-0.041777223579473485
15,1.0892986514079661,0.041699828215524086
108,1.054496596,-0.02792258819435836
100,1.0914548963729838,-0.05879906307072267
46,1.0514478338985715,-0.051504888802384914
170,1.0928228609699882,-0.06664780040198391
151,1.0359151047829307,-0.04526507312975687
68,1.0709454239034735,-0.03591907536969766
56,1.0189773525715384,-0.041057598779546324
147,1.037323455,-0.03803692467669197
76,1.0715986601781278,-0.011987702760394322
180,1.0830957530777412,1.400652359671655e-5
135,1.0919521261751581,0.0029709077090115067
48,1.0032012947633366,-0.04232997388892415
103,1.0915804791417336,-0.05848301276370858
109,1.0556068533939165,-0.061095143116301084
32,1.086235072,-0.05823236251959845
2,1.099492678,0.031119180070110188
183,1.0829035015717157,-0.01122331146161081
155,1.0923777722306258,-0.056836017566914754
51,1.0411256069594843,-0.04996386206128208
53,1.052176124399599,0.015641356008413865
106,1.091468156725488,-0.0587783999150897
111,1.0473439006089982,-0.07122125317014687
141,1.041446835,-0.02967052327991323
93,1.0674820300023546,-0.036799498929566084
10,1.0913365064674332,0.15449723944747415
154,1.092620836546861,-0.056367624229462863
49,1.069828248,0.07158240693574906
5,1.1,0.2660662362197516
196,1.0942551757653098,-0.006578714207237078
62,1.05398209101309,-0.05427666489952107
90,1.070041667,-0.035506065148421674
86,1.0753097169874877,0.004355814908826292
126,1.099502093,0.09390094146448287
152,1.045113626,-0.04883397731884204
71,1.0880823831541069,0.049186416452064285
37,1.094969317,-0.05179666679363448
6,1.092192770506388,0.1121948008225089
125,1.0784502875757325,-0.03885970824090151
98,1.075180811538475,-0.0036844494003993155
174,1.0805092731287163,0.008155806726584633
187,1.0843306264065369,0.030606828920135304
7,1.1,0.2500821691396408
194,1.0850184523389512,-0.05202341773282617
140,1.0931950818595197,0.03451498376979578
107,1.0469687325052344,-0.06983854704544504
102,1.092607199025253,-0.055809311018721434
69,1.0829036136247163,0.057248840553815156
97,1.0757126988831878,-0.007957972625220605
4,1.0959988472228428,0.12055791307596195
136,1.0935127325976113,0.032529745505590915
13,1.0999699127679596,0.1002787149729272
134,1.074806057154372,-0.06772866598679149
133,1.08714908,0.004598490693765328
148,1.0215365703288617,-0.06371658245963656
193,1.090018352489856,0.027602281506188178
118,1.0471203163435872,-0.07000253729566754
38,1.0939681250512567,-0.05410744232283447
188,1.0892343282375323,-0.029905150971484912
116,1.043647693373531,-0.10364245238490989
66,1.0774575490250533,-0.00518512747736935
18,1.0919779521369455,-0.055783896131406274
132,1.099189104,0.1306680619993369
29,1.0889316659788078,-0.03305227887840612
78,1.072873219,-0.03037110420895687
74,1.0881893260017774,0.07928228593727686
42,1.09845954204166,0.003373517143662555
33,1.094017771,-0.053223897065340454
28,1.093930658,-0.043509285096229124
52,1.0,4.8804048817561466e-29
121,1.0483687699951392,-0.08270247478807578
115,1.0457486896475687,-0.08589049167086782
163,1.099223273,0.007697412478300745
58,0.9990261226866906,-0.044106771288357556
25,1.092138966,-0.05789772241964512
114,1.061183072453859,-0.03485939829061897
166,1.094453284,-0.06603057414262786
31,1.0775283472782966,-0.09394013959162346
44,1.098464588,0.007113069530808076
169,1.0918442264319377,-0.06915618469832024
129,1.1,0.06386220350040861
189,1.0767502778782505,-0.04102430122980247
150,1.0428907407577832,-0.03996780794426706
94,1.0768313914724328,-0.0011751113580754893
99,1.079542235693596,0.009382127587419001
47,1.024066820039338,-0.0481251096341354
73,1.047398394910687,-0.09308790247576605
82,1.0761809020211965,-0.008084227179904702
79,1.073622369,0.0530093853906205
84,1.0762800282630514,-0.009425483300977356
104,1.092985884320686,-0.05673479127018176
124,1.0813929831625597,-0.02784306742600904
70,1.0863498029985406,0.03833803149467381
191,1.0868965289746864,-0.016353841391011866
8,1.098378314,0.08935758573650866
64,1.0457331070065012,-0.09826172306689179
91,1.081957172,0.04054393022538006
60,1.0301863818433843,-0.041672932233933264
158,1.093034856,-0.056437847656043955
156,1.0928650560138942,-0.05597051622638248
144,1.036270703200873,-0.050580728574863426
22,1.0945755892423843,-0.042408923311795375
11,1.0959309256287315,0.09241225176330732
16,1.096570097466098,0.04721001861801817
40,1.09902888,-0.0016275780064225983
72,1.096767782,0.12578866535605665
128,1.0767470340390435,-0.05878238204093081
145,1.046747505,-0.047558176411736736
36,1.0933421417753555,-0.05286715671471431
138,1.093503060864615,0.015098049076545042
95,1.0756782961024596,0.0005606012941728433
153,1.0359489631896142,-0.04508500215011647
